GRBa,GRB X-ray position,Error,Instrument,IPNb,XAb,OTb,RAb,IAUC,zc,position,sod,seen_by_fermi,name
170131A,22h45m55s +64° 00',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (341.47916667, 64.)>",65476.32,True,bn170131763
170126A,17h34m19s -64° 45',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (263.57916667, -64.75)>",41442.28,True,bn170126480
170113A,04h06m36s -71° 55',3,Swift,y,y,y,,,1.968,"<SkyCoord (ICRS): (ra, dec) in deg
    (61.65, -71.91666667)>",36245.48,True,bn170113420
161218A,16h21m02s -04° 07',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (245.25833333, -4.11666667)>",13656.14,True,bn161218163
161202A,23h47m35s +19° 38',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (356.89583333, 19.63333333)>",83572.7,True,bn161202972
161129A,21h04m46s +32° 07',3,Swift,y,y,y,,,0.645,"<SkyCoord (ICRS): (ra, dec) in deg
    (316.19166667, 32.11666667)>",25899.88,True,bn161129300
161117A,21h28m17s -29° 38',3,Swift,y,y,y,,,1.549,"<SkyCoord (ICRS): (ra, dec) in deg
    (322.07083333, -29.63333333)>",5736.68,True,bn161117066
161022A,08h35m52s +54° 22',3,Swift,y,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (128.96666667, 54.36666667)>",9820.14,True,bn161022114
161020A,10h44m08s -54° 46',2,INTEGRAL,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.03333333, -54.76666667)>",9820.14,True,bn161020119
161017A,09h31m04s +43° 08',3,Swift,y,y,y,n,,2.013,"<SkyCoord (ICRS): (ra, dec) in deg
    (142.76666667, 43.13333333)>",64311.16,True,bn161017745
161014A,22h10m31s +07° 29',3,Swift,y,y,y,n,,2.823,"<SkyCoord (ICRS): (ra, dec) in deg
    (332.62916667, 7.48333333)>",45082.7,True,bn161014522
161004B,07h28m38s -39° 54',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.15833333, -39.9)>",83279.29,True,bn161004964
160917A,19h42m41s +46° 24',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (295.67083333, 46.4)>",41419.34,True,bn160917479
160912A,20h06m04s +57° 33',3,Swift,y,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (301.51666667, 57.55)>",58063.14,True,bn160912674
160905A,10h48m57s -50° 48',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (162.2375, -50.8)>",40738.38,True,bn160905471
160821A,11h24m59s +42° 21',3,Swift,y,,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (171.24583333, 42.35)>",74070.16,True,bn160821857
160815A,19h14m11s +84° 19',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (288.54583333, 84.31666667)>",42311.64,True,bn160815490
160804A,14h46m33s +10° 00',3,Swift,y,y,y,,,0.736,"<SkyCoord (ICRS): (ra, dec) in deg
    (221.6375, 10.)>",42311.64,True,bn160804495
160802A,01h52m07s +71° 22',53*36,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (28.02916667, 71.36666667)>",42311.64,True,bn160802495
160629A,00h19m17s +76° 59',3.1,INTEGRAL,y,y,y,,,3.332,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.82083333, 76.98333333)>",80388.44,True,bn160629930
160625A,11h47m45s -65° 07',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (176.9375, -65.11666667)>",81631.46,True,bn160625945
160519A,04h44m27s +31° 12',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (71.1125, 31.2)>",1053.53,True,bn160519012
160424A,21h17m55s -60° 24',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (319.47916667, -60.4)>",42547.34,True,bn160424492
160419A,01h05m42s -27° 21',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (16.425, -27.35)>",54997.41,True,bn160419637
160325A,01h02m23s -72° 42',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (15.59583333, -72.7)>",25203.61,True,bn160325291
160223B,06h19m54s +33° 24',3.2,INTEGRAL,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (94.975, 33.4)>",35951.45,True,bn160223416
160223A,09h50m20s +09° 22',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (147.58333333, 9.36666667)>",6265.27,True,bn160223072
160221A,15h28m19s -28° 27',3.2,INTEGRAL,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (232.07916667, -28.45)>",85790.32,True,bn160221993
160220A,15h47m42s -18° 33',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (236.925, -18.55)>",5125.7,True,bn160220059
160216A,20h46m49s -71° 33',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (311.70416667, -71.55)>",69031.44,True,bn160216801
160107A,19h58m40s +06° 25',13*11,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.66666667, 6.41666667)>",69031.44,True,bn160107804
160104A,05h07m13s +11° 21',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (76.80416667, 11.35)>",41050.84,True,bn160104475
160101A,14h38m55s -13° 49',9,MAXI,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (219.72916667, -13.81666667)>",41050.84,True,bn160101480
151231A,04h38m07s -61° 01',123*11.6,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (69.52916667, -61.01666667)>",41050.84,True,bn151231480
151228B,22h57m46s +08° 05',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (344.44166667, 8.08333333)>",82034.94,True,bn151228949
151227B,19h21m08s +35° 25',78*10.4,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (290.28333333, 35.41666667)>",82034.94,True,bn151227954
151205A,15h17m08s +35° 46',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (229.28333333, 35.76666667)>",56760.93,True,bn151205657
151122A,19h58m49s -19° 54',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.70416667, -19.9)>",56760.93,True,bn151122662
151120A,10h28m58s -32° 31',2.8,INTEGRAL,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (157.24166667, -32.51666667)>",30176.17,True,bn151120349
151111A,03h47m19s -44° 10',3,Swift,y,y,y,,,3.5ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (56.82916667, -44.16666667)>",30803.41,True,bn151111356
151027A,18h09m58s +61° 23',3,Swift,y,y,y,y,,0.81,"<SkyCoord (ICRS): (ra, dec) in deg
    (272.49166667, 61.38333333)>",14304.15,True,bn151027166
151006A,09h49m48s +70° 31',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (147.45, 70.51666667)>",35701.88,True,bn151006413
151001A,15h34m55s +15° 35',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (233.72916667, 15.58333333)>",54262.93,True,bn151001628
150922A,19h37m31s -05° 29',75*9,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (294.37916667, -5.48333333)>",54262.93,True,bn150922633
150912A,16h33m44s -20° 59',3,INTEGRAL,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (248.43333333, -20.98333333)>",38258.11,True,bn150912443
150831B,18h04m05s -27° 15',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (271.02083333, -27.25)>",80367.26,True,bn150831930
150821A,22h47m37s -57° 52',3,Swift,y,y,y,,,0.755,"<SkyCoord (ICRS): (ra, dec) in deg
    (341.90416667, -57.86666667)>",35040.97,True,bn150821406
150819B,03h57m33s +39° 42',84*3.4,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (59.3875, 39.7)>",35040.97,True,bn150819411
150817A,16h38m34s -12° 04',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (249.64166667, -12.06666667)>",7513.38,True,bn150817087
150811B,12h25m23s -14° 07',342*32,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (186.34583333, -14.11666667)>",7513.38,True,bn150811092
150727A,13h35m58s -18° 21',3,Swift,y,y,y,,,0.313,"<SkyCoord (ICRS): (ra, dec) in deg
    (203.99166667, -18.35)>",68522.43,True,bn150727793
150711A,14h46m31s -35° 28',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (221.62916667, -35.46666667)>",66183.68,True,bn150711766
150626A,07h25m22s -37° 46',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.34166667, -37.76666667)>",7969.52,True,bn150626092
150607A,09h20m06s +68° 27',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (140.025, 68.45)>",28509.57,True,bn150607330
150530A,21h50m06s +57° 34',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (327.525, 57.56666667)>",42138.22,True,bn150530488
150527A,19h15m50s +04° 12',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (288.95833333, 4.2)>",24535.8,True,bn150527283
150513A,03h16m14s -22° 55',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (49.05833333, -22.91666667)>",73879.73,True,bn150513856
150430A,21h45m58s -27° 56',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (326.49166667, -27.93333333)>",73879.73,True,bn150430860
150403A,20h46m01s -62° 42',3,Swift,y,y,y,,,2.06,"<SkyCoord (ICRS): (ra, dec) in deg
    (311.50416667, -62.7)>",78856.8,True,bn150403913
150330A,22h04m07s +52° 18',8.6*277,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (331.02916667, 52.3)>",78856.8,True,bn150330918
150323C,12h50m27s +50° 12',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (192.6125, 50.2)>",61521.49,True,bn150323712
150323B,17h21m47s +38° 19',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (260.44583333, 38.31666667)>",61521.49,True,bn150323712
150314A,08h26m38s +63° 50',3,Swift,y,y,y,y,,1.758,"<SkyCoord (ICRS): (ra, dec) in deg
    (126.65833333, 63.83333333)>",17692.86,True,bn150314205
150309A,18h27m57s +86° 26',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.9875, 86.43333333)>",82790.66,True,bn150309958
150301B,05h56m38s -57° 59',3,Swift,y,y,y,,,1.5169,"<SkyCoord (ICRS): (ra, dec) in deg
    (89.15833333, -57.98333333)>",70684.02,True,bn150301818
150219A,18h05m04s -41° 36',3.3,INTEGRAL,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (271.26666667, -41.6)>",45074.92,True,bn150219522
150204A,10h40m58s -64° 03',1.5,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.24166667, -64.05)>",45074.92,True,bn150204527
150203A,06h33m39s +06° 58',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (98.4125, 6.96666667)>",14947.5,True,bn150203173
150201A,00h47m20s -37° 37',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (11.83333333, -37.61666667)>",49619.7,True,bn150201574
150126A,23h22m00s -12° 22',34*28,MAXI,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (350.5, -12.36666667)>",49619.7,True,bn150126579
150118C,10h40m18s -27° 25',60*12,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.075, -27.41666667)>",49619.7,True,bn150118579
150110B,19h17m26s +32° 31',3,Swift,y,y,,y,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (289.35833333, 32.51666667)>",79710.03,True,bn150110923
150110A,08h46m33s -48° 53',140*100,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (131.6375, -48.88333333)>",79710.03,True,bn150110923
141229A,19h18m43s -35° 38',66,MAXI,y,y?,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (289.67916667, -35.63333333)>",79710.03,True,bn141229928
141225A,09h15m00s +33° 48',3,Swift,y,y,y,,,0.915,"<SkyCoord (ICRS): (ra, dec) in deg
    (138.75, 33.8)>",82867.03,True,bn141225959
141221A,13h13m05s +08° 13',3,Swift,y,y,y,,,1.452,"<SkyCoord (ICRS): (ra, dec) in deg
    (198.27083333, 8.21666667)>",29230.95,True,bn141221338
141220A,13h00m12s +32° 09',3,Swift,y,y,y,,,1.3195,"<SkyCoord (ICRS): (ra, dec) in deg
    (195.05, 32.15)>",21772.65,True,bn141220252
141215A,11h56m13s -52° 45',66*10,IPN,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (179.05416667, -52.75)>",21772.65,True,bn141215257
141202A,09h32m17s +54° 10',192*10,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (143.07083333, 54.16666667)>",21772.65,True,bn141202257
141118A,10h27m30s +19° 05',300*10,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (156.875, 19.08333333)>",21772.65,True,bn141118257
141102A,13h54m27s -47° 06',4,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (208.6125, -47.1)>",21772.65,True,bn141102257
141031A,08h34m24s -59° 08',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (128.6, -59.13333333)>",26306.69,True,bn141031304
141022A,16h07m36s -72° 08',3,Swift,y,y,y?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (241.9, -72.13333333)>",5262.77,True,bn141022061
141011A,17h11m45s -09° 41',42*6,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (257.9375, -9.68333333)>",5262.77,True,bn141011066
141005A,19h24m26s +36° 04',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (291.10833333, 36.06666667)>",18786.55,True,bn141005217
141004A,05h06m56s +12° 49',3,Swift,y,y,y,,,0.573,"<SkyCoord (ICRS): (ra, dec) in deg
    (76.73333333, 12.81666667)>",84055.8,True,bn141004973
140919A,14h46m13s -32° 09',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (221.55416667, -32.15)>",54915.51,True,bn140919636
140907A,03h12m35s +46° 36',3,Swift,y,y,y,,,1.21,"<SkyCoord (ICRS): (ra, dec) in deg
    (48.14583333, 46.6)>",58028.84,True,bn140907672
140901B,07h28m44s -29° 13',3,Swift,y,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.18333333, -29.21666667)>",58028.84,True,bn140901677
140901A,01h03m16s -32° 45',99*12,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (15.81666667, -32.75)>",58028.84,True,bn140901677
140828A,09h28m03s +14° 35',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (142.0125, 14.58333333)>",24854.04,True,bn140828288
140818B,18h04m35s +01° 22',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (271.14583333, 1.36666667)>",67456.51,True,bn140818781
140818A,13h18m03s +06° 48',60,MAXI,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (199.5125, 6.8)>",67456.51,True,bn140818781
140817A,08h29m01s +58° 11',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (127.25416667, 58.18333333)>",25321.35,True,bn140817293
140716A,07h12m32s -60° 09',1.5,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (108.13333333, -60.15)>",25321.35,True,bn140716298
140713A,18h44m27s +59° 37',3,Swift,y,y,,y,,0.935h,"<SkyCoord (ICRS): (ra, dec) in deg
    (281.1125, 59.61666667)>",67425.11,True,bn140713780
140710B,13h38m40s -58° 33',3,INTEGRAL,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (204.66666667, -58.55)>",77854.58,True,bn140710901
140709B,09h44m17s +63° 30',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (146.07083333, 63.5)>",54945.0,True,bn140709637
140709A,20h18m33s +51° 13',3,Swift,,y,y?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (304.6375, 51.21666667)>",4421.16,True,bn140709051
140706A,03h17m13s -38° 04',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (49.30416667, -38.06666667)>",70413.17,True,bn140706815
140703A,00h51m58s +45° 06',3,Swift,y,y,y,y,,3.14,"<SkyCoord (ICRS): (ra, dec) in deg
    (12.99166667, 45.1)>",2237.06,True,bn140703026
140621A,04h53m07s +14° 39',43*17,IPN,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (73.27916667, 14.65)>",2237.06,True,bn140621031
140610A,19h05m02s +03° 54',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (286.25833333, 3.9)>",59489.44,True,bn140610689
140528A,18h42m55s -58° 45',57*24,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (280.72916667, -58.75)>",59489.44,True,bn140528694
140521A,21h20m03s +67° 36',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (320.0125, 67.6)>",63258.48,True,bn140521732
140512A,19h17m29s -15° 06',3,Swift,y,y,y,,,0.725,"<SkyCoord (ICRS): (ra, dec) in deg
    (289.37083333, -15.1)>",70309.21,True,bn140512814
140506A,18h27m10s -55° 34',3,Swift,y,y,y,,,0.889,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.79166667, -55.56666667)>",76056.82,True,bn140506880
140502A,21h16m37s +49° 01',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (319.15416667, 49.01666667)>",30620.48,True,bn140502354
140423A,13h09m10s +49° 49',3,Swift,y,y,y,,,3.26,"<SkyCoord (ICRS): (ra, dec) in deg
    (197.29166667, 49.81666667)>",30713.26,True,bn140423356
140416A,02h21m36s +43° 54',1548*10,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (35.4, 43.9)>",30713.26,True,bn140416360
140408A,19h22m44s -12° 35',3,Swift,,y,?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (290.68333333, -12.58333333)>",47754.79,True,bn140408553
140330A,21h52m16s -57° 45',118*17,IPN,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.06666667, -57.75)>",47754.79,True,bn140330558
140329A,09h44m59s -32° 06',53*12,IPN,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (146.24583333, -32.1)>",47754.79,True,bn140329558
140323A,23h47m33s -79° 55',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (356.8875, -79.91666667)>",37391.91,True,bn140323433
140311B,16h49m10s +52° 45',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.29166667, 52.75)>",76469.72,True,bn140311885
140306A,01h51m46s +48° 59',59*20,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (27.94166667, 48.98333333)>",76469.72,True,bn140306890
140304A,02h02m40s +33° 29',3,Swift,y,y,y,y,,5.283,"<SkyCoord (ICRS): (ra, dec) in deg
    (30.66666667, 33.48333333)>",48151.09,True,bn140304557
140302A,16h55m22s -12° 52',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.84166667, -12.86666667)>",29578.81,True,bn140302342
140226A,14h45m58s +15° 00',0.1,iPTF,y,y,y,,,1.98,"<SkyCoord (ICRS): (ra, dec) in deg
    (221.49166667, 15.)>",29578.81,True,bn140226347
140219A,10h25m46s +07° 28',334*22,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (156.44166667, 7.46666667)>",29578.81,True,bn140219347
140213A,07h00m52s -73° 08',3,Swift,y,y,y,,,1.2076,"<SkyCoord (ICRS): (ra, dec) in deg
    (105.21666667, -73.13333333)>",69697.73,True,bn140213807
140209A,05h25m20s +32° 29',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (81.33333333, 32.48333333)>",27057.88,True,bn140209313
140206A,09h41m24s +66° 45',3,Swift,y,y,y,,,2.73,"<SkyCoord (ICRS): (ra, dec) in deg
    (145.35, 66.75)>",26240.16,True,bn140206304
140118A,22h04m01s -17° 57',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (331.00416667, -17.95)>",5522.73,True,bn140118064
140108A,21h40m43s +58° 46',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (325.17916667, 58.76666667)>",62322.52,True,bn140108721
140102A,14h07m37s +01° 20',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (211.90416667, 1.33333333)>",76657.64,True,bn140102887
131229A,05h40m57s -04° 26',3,Swift,y,y,,,,1.0phh,"<SkyCoord (ICRS): (ra, dec) in deg
    (85.2375, -4.43333333)>",23964.22,True,bn131229277
131202A,22h56m13s -21° 39',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (344.05416667, -21.65)>",54729.32,True,bn131202633
131128A,23h41m18s +31° 17',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (355.325, 31.28333333)>",54384.57,True,bn131128629
131105A,04h44m03s -62° 59',3,Swift,y,y,y,,,1.686,"<SkyCoord (ICRS): (ra, dec) in deg
    (71.0125, -62.98333333)>",7484.76,True,bn131105087
131031A,01h58m28s -01° 36',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (29.61666667, -1.6)>",41612.82,True,bn131031482
131024B,09h37m37s +44° 14',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (144.40416667, 44.23333333)>",77731.4,True,bn131024900
131004A,19h44m36s -02° 58',3,Swift,y,y,y,,,0.717,"<SkyCoord (ICRS): (ra, dec) in deg
    (296.15, -2.96666667)>",78063.44,True,bn131004904
131002A,16h53m06s +82° 03',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.275, 82.05)>",24861.28,True,bn131002288
130925A,02h44m44s -26° 08',3,Swift,y,y,y,,,0.347,"<SkyCoord (ICRS): (ra, dec) in deg
    (41.18333333, -26.13333333)>",14183.29,True,bn130925164
130907A,14h23m31s +45° 37',3,Swift,y,y,y,y,,1.238,"<SkyCoord (ICRS): (ra, dec) in deg
    (215.87916667, 45.61666667)>",77956.79,True,bn130907907
130903A,05h28m33s -00° 07',2.6,INTEGRAL,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (82.1375, -0.11666667)>",2852.32,True,bn130903033
130816A,13h08m40s -58° 57',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (197.16666667, -58.95)>",6415.7,True,bn130816074
130804A,20h14m37s -79° 35',948*3,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (303.65416667, -79.58333333)>",6415.7,True,bn130804079
130803A,14h40m58s -02° 28',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (220.24166667, -2.46666667)>",36172.49,True,bn130803419
130727A,22h03m12s -65° 34',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (330.8, -65.56666667)>",60319.52,True,bn130727698
130708A,14h29m15s +15° 46',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (217.3125, 15.76666667)>",60319.52,True,bn130708703
130627A,12h17m47s -37° 05',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (184.44583333, -37.08333333)>",32103.45,True,bn130627372
130623A,01h22m53s -77° 47',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (20.72083333, -77.78333333)>",32103.45,True,bn130623377
130612A,17h19m13s +16° 42',3,Swift,y,y,y,,,2.006,"<SkyCoord (ICRS): (ra, dec) in deg
    (259.80416667, 16.7)>",12142.16,True,bn130612141
130610A,14h57m40s +28° 11',3,Swift,y,y,y,,,2.092,"<SkyCoord (ICRS): (ra, dec) in deg
    (224.41666667, 28.18333333)>",11533.34,True,bn130610133
130609B,03h35m01s -40° 09',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (53.75416667, -40.15)>",77920.41,True,bn130609902
130609A,10h10m42s +24° 06',3,Swift,y,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (152.675, 24.1)>",11108.64,True,bn130609129
130528A,09h15m39s +87° 17',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (138.9125, 87.28333333)>",60083.91,True,bn130528695
